dstport,protocol,tag
39223,udp,sv_P3
51346,udp,email
37273,tcp,sv_P1
3187,icmp,email
51384,tcp,sv_P1
62727,tcp,sv_P2
61984,tcp,sv_P1
33094,icmp,sv_P5
24463,icmp,sv_P4
4266,tcp,sv_P5
1797,udp,sv_P2
8602,tcp,sv_P3
62471,udp,sv_P3
24225,tcp,sv_P3
18473,udp,email
29795,tcp,sv_P1
43347,tcp,email
31942,udp,sv_P2
26320,udp,sv_P2
30297,tcp,sv_P1
52127,tcp,sv_P4
43686,udp,sv_P4
48108,icmp,sv_P5
26273,icmp,email
43422,udp,sv_P5
11534,tcp,sv_P3
58446,icmp,sv_P3
45315,tcp,sv_P4
24203,udp,sv_P4
33549,tcp,sv_P5
64030,tcp,sv_P2
14130,icmp,sv_P3
37373,udp,sv_P1
21355,udp,sv_P1
13573,tcp,sv_P2
50736,tcp,sv_P4
52861,icmp,sv_P4
58569,tcp,sv_P2
54237,udp,sv_P3
30658,udp,sv_P1
25573,icmp,sv_P4
1262,tcp,sv_P2
46788,icmp,sv_P3
13234,icmp,email
1925,tcp,email
14854,tcp,email
34399,udp,sv_P4
48559,tcp,sv_P5
60735,udp,email
19455,tcp,sv_P2
43905,udp,sv_P4
22761,icmp,sv_P5
39621,tcp,sv_P3
44580,tcp,sv_P2
6750,icmp,sv_P5
18734,udp,sv_P1
63307,tcp,sv_P3
6129,tcp,sv_P1
44420,tcp,sv_P4
11514,udp,sv_P4
42800,udp,email
56478,icmp,sv_P5
60634,icmp,sv_P3
16141,tcp,sv_P1
1707,udp,sv_P2
47064,tcp,sv_P5
22421,icmp,sv_P4
3669,icmp,sv_P1
47272,tcp,sv_P1
30351,udp,sv_P1
51448,icmp,sv_P4
5068,udp,sv_P4
14333,udp,sv_P5
49359,tcp,sv_P1
43827,icmp,sv_P2
35660,tcp,sv_P1
31394,tcp,email
32319,tcp,sv_P2
60007,udp,sv_P1
6253,tcp,sv_P3
30549,icmp,email
17420,icmp,sv_P2
35127,tcp,sv_P5
14094,icmp,sv_P1
50244,icmp,sv_P4
37075,tcp,email
56893,tcp,sv_P2
39551,icmp,sv_P2
18281,icmp,sv_P5
39143,icmp,email
51019,icmp,sv_P5
25572,tcp,email
10545,icmp,sv_P2
41223,tcp,email
29973,tcp,sv_P3
7631,tcp,sv_P2
37791,tcp,email
51638,udp,sv_P5
62798,udp,sv_P4
20259,tcp,sv_P3
4265,icmp,sv_P5
39618,udp,email
23965,icmp,email
40088,tcp,sv_P1
46746,tcp,email
53092,tcp,sv_P4
36410,tcp,email
8649,tcp,sv_P2
47252,udp,sv_P1
54116,tcp,sv_P3
64807,udp,sv_P2
26032,icmp,sv_P2
36981,udp,email
33759,udp,sv_P4
46838,tcp,email
38188,udp,sv_P3
65130,tcp,sv_P5
41520,udp,email
61566,udp,sv_P3
41650,icmp,sv_P5
54117,icmp,sv_P3
54620,udp,sv_P1
43273,tcp,sv_P1
35849,udp,sv_P5
59443,udp,sv_P3
23702,tcp,sv_P5
20379,tcp,sv_P2
39697,udp,sv_P2
47466,icmp,sv_P2
28469,tcp,sv_P4
53965,tcp,sv_P4
64002,udp,sv_P5
37566,udp,sv_P5
22866,icmp,sv_P1
32596,udp,sv_P3
40760,udp,sv_P5
7003,tcp,sv_P2
21736,udp,sv_P4
14214,icmp,sv_P2
40237,udp,sv_P4
62530,tcp,sv_P1
25769,icmp,sv_P5
31040,icmp,sv_P2
11248,icmp,sv_P1
52871,tcp,sv_P2
40538,icmp,sv_P4
57504,udp,sv_P1
27659,tcp,sv_P5
38381,icmp,sv_P5
57301,udp,email
44110,udp,sv_P4
50699,tcp,email
13997,udp,sv_P3
26403,icmp,sv_P5
7364,icmp,sv_P4
17564,icmp,sv_P5
49135,tcp,email
35887,icmp,sv_P1
14835,icmp,sv_P4
19469,udp,sv_P3
56683,tcp,email
57709,tcp,email
48222,tcp,sv_P2
8167,udp,sv_P1
65481,tcp,sv_P5
22630,tcp,sv_P3
44127,udp,sv_P1
17543,tcp,sv_P1
27017,tcp,sv_P1
2288,icmp,sv_P1
54524,udp,email
137,icmp,sv_P1
52173,udp,sv_P1
59915,icmp,sv_P1
34833,icmp,email
55956,udp,email
65334,tcp,email
47388,tcp,sv_P3
40100,tcp,sv_P4
26791,tcp,sv_P4
53900,tcp,sv_P2
27151,udp,sv_P5
15051,tcp,sv_P2
41087,udp,sv_P2
24920,udp,email
52,icmp,email
22790,tcp,sv_P3
43122,icmp,sv_P3
6149,icmp,sv_P5
4697,icmp,sv_P5
30585,icmp,sv_P5
49333,icmp,sv_P1
4183,icmp,sv_P5
39241,icmp,email
31459,icmp,email
23381,icmp,sv_P3
15163,tcp,sv_P5
39375,tcp,sv_P4
28371,tcp,sv_P3
24063,tcp,sv_P5
41983,icmp,sv_P2
27576,udp,sv_P3
26783,udp,sv_P3
21647,icmp,sv_P5
42724,udp,sv_P2
43849,icmp,sv_P1
41957,udp,sv_P1
63808,icmp,sv_P4
24805,udp,email
58453,tcp,sv_P2
40784,icmp,email
5659,icmp,sv_P5
48848,udp,email
56302,udp,email
53597,udp,sv_P5
47316,icmp,sv_P1
16342,icmp,sv_P2
14468,icmp,sv_P1
39763,tcp,email
23402,tcp,sv_P4
33413,tcp,sv_P5
61584,tcp,email
37913,udp,email
23606,tcp,email
65282,tcp,sv_P3
19951,icmp,sv_P1
1416,icmp,sv_P5
21864,tcp,sv_P5
36440,icmp,email
29419,tcp,sv_P4
41208,icmp,sv_P5
52319,tcp,sv_P5
55109,tcp,sv_P3
29767,udp,sv_P2
10280,udp,sv_P2
26950,tcp,sv_P3
50334,udp,email
19716,icmp,sv_P3
33426,tcp,sv_P2
41197,tcp,sv_P5
42571,tcp,sv_P1
61863,udp,email
60607,tcp,sv_P1
10974,udp,sv_P3
9023,tcp,email
23710,udp,sv_P5
3096,icmp,sv_P2
51729,udp,sv_P1
58021,udp,sv_P5
4889,tcp,sv_P3
59944,udp,email
34590,icmp,sv_P5
51627,icmp,sv_P2
41848,tcp,sv_P2
44634,icmp,sv_P4
47459,tcp,email
28537,tcp,email
3112,icmp,sv_P4
25889,udp,sv_P3
27321,icmp,sv_P3
5036,udp,email
35303,udp,sv_P3
16663,icmp,sv_P4
34479,udp,sv_P2
49766,tcp,sv_P3
53046,tcp,sv_P3
6501,icmp,email
3404,tcp,sv_P2
63709,tcp,sv_P1
61998,tcp,sv_P1
57232,tcp,sv_P3
13725,udp,sv_P4
31972,tcp,sv_P3
22983,icmp,sv_P1
58911,tcp,sv_P3
34601,udp,sv_P2
60129,icmp,sv_P4
20969,icmp,sv_P4
28007,icmp,sv_P2
6947,udp,email
9860,udp,sv_P5
39717,udp,sv_P1
8578,icmp,sv_P3
14798,udp,sv_P3
27918,icmp,sv_P4
6903,udp,sv_P5
64386,icmp,sv_P2
2563,icmp,email
38613,tcp,sv_P3
4992,icmp,sv_P4
38045,icmp,email
44347,udp,sv_P2
11578,tcp,sv_P5
10061,icmp,sv_P3
43351,udp,sv_P3
1154,udp,sv_P3
61356,tcp,sv_P3
5616,icmp,email
49687,udp,sv_P5
62458,udp,email
43690,tcp,sv_P2
49297,icmp,sv_P2
37183,tcp,sv_P1
63869,icmp,sv_P3
48148,tcp,sv_P5
35709,udp,sv_P2
36122,udp,sv_P1
41502,icmp,sv_P1
29982,udp,sv_P2
31314,tcp,sv_P5
57492,icmp,sv_P2
29198,tcp,sv_P2
9043,icmp,sv_P5
3738,udp,sv_P3
55785,tcp,sv_P2
52871,udp,sv_P2
47731,icmp,sv_P3
50854,udp,sv_P1
30691,tcp,sv_P4
62638,tcp,sv_P4
6688,icmp,sv_P5
25990,tcp,sv_P2
3070,icmp,email
2548,udp,sv_P2
49692,tcp,email
5708,tcp,sv_P4
2520,tcp,sv_P3
41485,udp,sv_P3
3447,tcp,email
57242,icmp,sv_P5
9001,icmp,sv_P1
52637,icmp,sv_P2
27994,udp,sv_P4
45462,icmp,sv_P2
23679,udp,sv_P4
17322,icmp,sv_P1
33755,icmp,sv_P1
41821,tcp,email
52878,icmp,sv_P3
19248,icmp,sv_P2
451,tcp,sv_P1
38179,icmp,sv_P3
17859,tcp,sv_P3
62644,tcp,sv_P3
61406,tcp,sv_P2
5832,icmp,email
5352,udp,sv_P5
4100,udp,sv_P1
33832,tcp,sv_P3
43592,icmp,sv_P2
10390,udp,sv_P3
44863,udp,sv_P4
35694,icmp,sv_P5
8058,icmp,sv_P3
23901,tcp,sv_P1
38429,udp,sv_P5
64031,udp,sv_P2
46689,icmp,sv_P3
8987,udp,sv_P5
49667,udp,sv_P5
33011,icmp,sv_P5
22092,udp,email
21035,tcp,sv_P4
23404,udp,email
26627,icmp,sv_P2
57538,udp,sv_P2
42450,tcp,sv_P4
51907,icmp,sv_P5
11764,icmp,sv_P5
20748,tcp,sv_P5
49343,icmp,sv_P2
8850,tcp,sv_P5
1920,icmp,email
37672,udp,email
53533,tcp,email
62711,tcp,sv_P1
1435,tcp,sv_P1
3742,icmp,sv_P4
20781,tcp,sv_P1
37135,udp,sv_P5
31532,udp,sv_P5
637,udp,email
8844,udp,sv_P2
3872,udp,sv_P2
32666,tcp,sv_P5
18178,udp,sv_P5
63979,udp,sv_P1
37297,udp,sv_P1
39833,icmp,sv_P3
35107,tcp,sv_P3
11477,tcp,sv_P2
584,tcp,sv_P5
23265,tcp,email
64815,tcp,sv_P2
1712,tcp,sv_P5
51044,tcp,sv_P1
14879,udp,sv_P5
4266,tcp,sv_P5
6816,tcp,sv_P2
37598,tcp,sv_P5
29885,udp,sv_P3
47290,icmp,sv_P5
38619,tcp,sv_P3
64325,icmp,sv_P2
12763,udp,sv_P5
36076,udp,email
38414,udp,sv_P1
14506,udp,email
31771,icmp,sv_P1
20806,icmp,sv_P5
27748,tcp,email
18313,udp,sv_P4
65397,udp,sv_P5
56009,tcp,sv_P1
62402,icmp,sv_P5
32348,icmp,sv_P5
19844,icmp,sv_P1
32131,icmp,email
15733,udp,email
32595,tcp,sv_P3
20194,udp,sv_P5
44586,udp,sv_P4
32882,tcp,sv_P4
41873,icmp,sv_P4
42821,icmp,sv_P2
17560,tcp,sv_P1
23196,tcp,sv_P1
56393,tcp,sv_P5
18148,udp,sv_P1
64245,icmp,sv_P5
15422,tcp,sv_P3
45757,tcp,sv_P4
34392,icmp,sv_P5
38117,tcp,sv_P3
47689,icmp,email
15669,icmp,sv_P1
38536,tcp,sv_P1
64365,icmp,sv_P1
48520,icmp,email
55964,udp,sv_P2
2191,udp,sv_P2
1387,icmp,sv_P4
15016,tcp,sv_P2
34493,tcp,sv_P3
12158,tcp,sv_P4
6368,udp,sv_P1
51818,icmp,sv_P1
48169,tcp,sv_P5
57298,icmp,sv_P1
12089,udp,sv_P3
49485,udp,sv_P5
31763,udp,sv_P2
47644,icmp,sv_P1
32149,udp,sv_P4
15136,icmp,sv_P5
51303,tcp,sv_P5
24428,icmp,sv_P5
21201,icmp,sv_P1
23578,udp,sv_P5
9722,udp,email
60245,udp,email
10057,icmp,sv_P1
31496,udp,sv_P3
8282,tcp,sv_P3
61477,icmp,sv_P1
30635,tcp,sv_P5
3687,udp,sv_P2
49091,icmp,sv_P2
22561,tcp,email
28590,icmp,sv_P2
32393,tcp,sv_P1
16533,icmp,email
19083,tcp,sv_P4
39781,udp,sv_P5
46774,tcp,sv_P4
48068,udp,sv_P2
59161,udp,sv_P4
45689,icmp,sv_P4
21783,icmp,sv_P3
23022,icmp,email
52279,icmp,sv_P3
15704,tcp,sv_P2
33652,tcp,sv_P2
38189,udp,email
41603,udp,sv_P2
41118,icmp,sv_P4
41693,tcp,sv_P2
36764,udp,sv_P2
1818,udp,email
15109,icmp,sv_P1
17303,udp,sv_P4
38500,tcp,sv_P3
54465,icmp,email
6041,icmp,sv_P4
1260,tcp,sv_P1
45221,udp,sv_P1
55550,udp,sv_P2
6305,icmp,email
9141,udp,sv_P3
64527,udp,sv_P5
12115,tcp,sv_P2
45211,tcp,sv_P4
46328,udp,sv_P3
8498,udp,sv_P4
65006,icmp,sv_P5
6784,udp,email
770,udp,sv_P3
59350,tcp,sv_P4
52546,tcp,sv_P5
55920,tcp,email
17289,icmp,sv_P2
35847,icmp,sv_P5
62748,tcp,sv_P5
55969,udp,sv_P5
57422,udp,email
20348,icmp,sv_P1
34911,tcp,sv_P3
42623,tcp,sv_P4
7859,tcp,sv_P4
4262,tcp,sv_P2
28764,tcp,sv_P5
3379,icmp,sv_P3
52991,udp,sv_P3
51000,tcp,sv_P3
13101,tcp,email
9791,icmp,email
432,icmp,email
64490,icmp,sv_P1
28303,icmp,sv_P2
60263,tcp,sv_P1
32549,tcp,sv_P1
21498,tcp,sv_P1
64407,icmp,sv_P3
58194,udp,sv_P4
49453,icmp,sv_P5
40304,tcp,sv_P1
17890,tcp,sv_P2
38418,tcp,sv_P1
16315,tcp,sv_P1
22876,tcp,sv_P5
54633,udp,email
12163,icmp,email
16648,tcp,sv_P3
35737,icmp,sv_P4
59719,icmp,sv_P1
43748,icmp,sv_P3
43977,tcp,sv_P3
43483,udp,sv_P2
27366,udp,sv_P4
764,icmp,sv_P4
21044,tcp,sv_P2
57199,udp,sv_P4
49085,tcp,sv_P4
44396,udp,email
13157,udp,sv_P2
58866,icmp,sv_P3
64737,udp,sv_P2
486,udp,sv_P4
49676,icmp,sv_P5
50167,tcp,sv_P5
54126,icmp,sv_P4
40566,udp,sv_P4
20513,icmp,sv_P1
25808,udp,sv_P2
43511,icmp,email
4673,tcp,sv_P1
55556,tcp,sv_P4
57148,tcp,sv_P1
19223,tcp,email
27360,udp,sv_P2
64564,icmp,email
23847,icmp,sv_P1
54360,tcp,sv_P3
24077,tcp,sv_P2
7166,tcp,sv_P1
11312,udp,sv_P4
52692,tcp,sv_P3
7504,icmp,sv_P4
18550,icmp,sv_P1
60543,tcp,sv_P2
55586,icmp,email
58016,tcp,sv_P3
53513,udp,email
25216,tcp,sv_P4
22133,udp,sv_P3
60897,udp,sv_P5
60357,udp,sv_P1
34489,icmp,sv_P5
46246,icmp,email
29951,icmp,sv_P4
18826,udp,sv_P3
58497,icmp,sv_P5
28226,icmp,sv_P2
42941,udp,sv_P3
7163,tcp,sv_P4
35820,udp,sv_P5
53174,udp,sv_P3
28138,icmp,sv_P4
11371,tcp,sv_P5
33683,tcp,email
19073,udp,email
18404,tcp,email
6437,udp,sv_P3
39735,tcp,sv_P2
8689,icmp,sv_P2
62071,icmp,sv_P1
35657,udp,sv_P2
39086,tcp,email
63007,udp,sv_P3
39843,tcp,sv_P4
34751,udp,sv_P4
9892,tcp,sv_P3
61056,udp,sv_P2
17594,icmp,sv_P4
27090,udp,sv_P5
19513,icmp,sv_P5
33418,tcp,sv_P2
62335,udp,sv_P3
20201,tcp,sv_P4
34191,tcp,sv_P4
16879,icmp,sv_P5
56306,icmp,sv_P2
6734,udp,sv_P2
22635,icmp,sv_P2
13932,icmp,sv_P5
24182,udp,sv_P4
56044,tcp,sv_P2
4432,tcp,sv_P2
29841,udp,sv_P1
17904,icmp,sv_P3
49397,udp,sv_P3
47076,udp,sv_P3
56779,tcp,sv_P1
63567,udp,email
34560,icmp,sv_P4
10942,icmp,sv_P3
6407,udp,email
57021,tcp,sv_P3
25424,tcp,sv_P5
19675,tcp,sv_P1
391,icmp,sv_P3
55161,icmp,sv_P5
15341,tcp,sv_P1
9546,tcp,sv_P4
29151,tcp,sv_P2
55724,tcp,sv_P3
5273,tcp,sv_P2
2421,tcp,email
35194,tcp,sv_P4
22793,icmp,sv_P4
8283,udp,sv_P3
26985,icmp,sv_P5
17560,tcp,sv_P5
31191,udp,sv_P1
54733,udp,sv_P4
59696,udp,sv_P4
40589,icmp,sv_P3
20129,icmp,sv_P4
52405,icmp,sv_P1
62687,udp,sv_P1
45719,tcp,sv_P3
26568,udp,sv_P3
53825,udp,sv_P3
10808,udp,sv_P1
59941,tcp,sv_P4
65194,icmp,sv_P1
9964,tcp,sv_P1
50527,udp,sv_P1
31762,udp,sv_P3
64422,udp,sv_P3
62425,icmp,sv_P5
64805,udp,sv_P5
13718,icmp,sv_P4
33422,icmp,sv_P4
3900,tcp,sv_P1
38878,icmp,sv_P5
17330,icmp,sv_P5
18915,icmp,sv_P1
27298,udp,sv_P5
9209,tcp,sv_P4
44538,icmp,sv_P5
1988,udp,sv_P2
17212,udp,email
32032,udp,sv_P2
1063,udp,sv_P1
59913,udp,sv_P5
36849,udp,sv_P4
47958,icmp,email
10289,udp,email
23943,udp,sv_P3
50499,tcp,sv_P1
6186,tcp,sv_P2
25439,icmp,sv_P2
3057,tcp,sv_P2
29888,tcp,sv_P4
41632,tcp,sv_P2
44912,tcp,sv_P5
43430,udp,email
51538,tcp,sv_P5
27001,udp,sv_P3
7663,icmp,sv_P4
59034,tcp,sv_P4
4197,icmp,email
33883,tcp,sv_P5
36395,icmp,sv_P4
17054,udp,sv_P5
10563,udp,sv_P1
55994,icmp,sv_P4
24155,icmp,email
63776,udp,sv_P2
26469,udp,sv_P3
2643,udp,sv_P2
25549,icmp,sv_P1
38127,tcp,sv_P5
50780,icmp,email
7828,icmp,sv_P5
24209,icmp,sv_P1
63148,tcp,sv_P2
12398,udp,sv_P3
9633,icmp,sv_P1
42423,udp,sv_P5
6788,udp,sv_P3
12581,udp,sv_P1
31843,icmp,sv_P1
18632,tcp,email
2487,tcp,email
41533,icmp,sv_P5
41614,udp,sv_P1
7917,udp,sv_P5
49706,tcp,sv_P5
58077,tcp,sv_P1
21297,udp,sv_P1
26773,udp,sv_P5
3025,icmp,email
16536,icmp,sv_P3
43351,tcp,sv_P5
51872,icmp,sv_P1
27774,udp,sv_P5
18566,tcp,sv_P4
16359,tcp,sv_P5
48706,udp,sv_P3
60725,icmp,email
38257,icmp,sv_P4
16561,icmp,sv_P3
22518,udp,sv_P5
14563,tcp,sv_P4
2377,udp,sv_P2
44793,tcp,email
6766,icmp,sv_P3
28643,udp,sv_P4
18552,icmp,sv_P4
60866,icmp,sv_P5
20794,tcp,sv_P4
20886,tcp,sv_P2
36939,udp,sv_P2
38613,tcp,email
56713,icmp,email
2167,udp,sv_P2
10739,udp,email
44316,icmp,sv_P5
19158,icmp,sv_P2
3898,icmp,sv_P2
39725,icmp,sv_P5
34398,udp,sv_P3
20026,icmp,sv_P1
48948,icmp,sv_P2
18700,tcp,sv_P2
56292,udp,sv_P5
34506,tcp,sv_P1
39906,tcp,sv_P4
62330,udp,sv_P4
44220,udp,sv_P4
21196,icmp,sv_P2
22946,icmp,sv_P3
24062,icmp,sv_P2
55904,udp,sv_P4
7988,udp,sv_P1
61414,icmp,sv_P3
9158,tcp,sv_P4
8543,tcp,sv_P5
41315,udp,sv_P4
53119,udp,sv_P4
23580,tcp,sv_P2
14679,icmp,sv_P1
5038,tcp,sv_P1
49759,icmp,sv_P3
30375,icmp,sv_P2
18425,tcp,email
63746,icmp,sv_P1
47697,icmp,sv_P3
26471,icmp,sv_P5
64747,icmp,sv_P4
24403,icmp,sv_P5
16789,udp,email
50877,tcp,sv_P1
59069,tcp,sv_P4
32740,udp,sv_P4
17616,udp,sv_P4
21512,udp,sv_P2
44869,tcp,sv_P5
4696,udp,sv_P2
31225,icmp,sv_P2
22586,tcp,sv_P2
24998,tcp,sv_P4
41566,udp,sv_P1
63484,tcp,sv_P3
6752,tcp,sv_P4
36056,udp,sv_P5
12275,udp,sv_P3
26280,icmp,sv_P3
29541,udp,email
1613,icmp,sv_P4
41724,tcp,email
41347,udp,sv_P4
20914,icmp,sv_P1
35026,tcp,sv_P1
25488,udp,sv_P4
6162,udp,sv_P2
64637,icmp,email
31112,tcp,sv_P3
31540,tcp,sv_P1
38836,icmp,sv_P5
62523,tcp,sv_P4
2525,udp,sv_P2
474,udp,email
54209,udp,sv_P4
26357,udp,sv_P3
51224,udp,sv_P1
3631,icmp,sv_P4
58714,icmp,sv_P1
5271,tcp,sv_P3
41229,tcp,email
56986,udp,sv_P2
59641,udp,sv_P5
34598,icmp,email
2651,udp,sv_P4
23522,icmp,sv_P1
64093,tcp,sv_P5
13718,udp,sv_P4
50076,udp,sv_P5
28925,tcp,email
43899,tcp,sv_P1
57970,icmp,sv_P4
6736,icmp,sv_P5
20581,icmp,sv_P2
17306,icmp,sv_P2
32044,udp,sv_P3
53917,icmp,sv_P2
7550,udp,sv_P5
60360,icmp,sv_P3
54924,udp,sv_P2
58744,udp,sv_P5
50584,icmp,email
61877,tcp,sv_P3
27384,udp,sv_P2
2496,icmp,email
31870,tcp,sv_P5
11522,tcp,sv_P2
59215,icmp,sv_P4
8560,tcp,sv_P1
45032,tcp,sv_P2
44907,icmp,email
22748,tcp,sv_P3
17036,icmp,sv_P2
8861,tcp,sv_P4
3183,udp,sv_P4
15460,tcp,sv_P2
61746,icmp,sv_P4
58917,tcp,sv_P4
53694,udp,sv_P2
1778,udp,sv_P5
37564,udp,sv_P1
60534,tcp,sv_P3
33858,icmp,email
47344,tcp,sv_P4
25976,icmp,sv_P1
45725,udp,sv_P4
48612,udp,sv_P2
60141,udp,sv_P2
1185,icmp,sv_P1
37931,udp,sv_P5
61582,tcp,sv_P4
1254,tcp,sv_P1
52278,tcp,sv_P3
22891,udp,sv_P3
25291,udp,sv_P4
49407,udp,sv_P1
50176,udp,sv_P4
7608,tcp,sv_P5
45195,udp,sv_P1
39364,tcp,sv_P2
18142,icmp,email
10234,icmp,email
11085,tcp,sv_P5
17517,icmp,sv_P5
16851,tcp,sv_P1
35061,tcp,sv_P4
35087,icmp,sv_P3
10364,icmp,sv_P2
297,tcp,email
5352,tcp,sv_P2
52080,icmp,sv_P3
1332,tcp,sv_P4
33847,udp,sv_P4
61347,icmp,sv_P3
38298,icmp,email
54649,icmp,sv_P1
55198,icmp,sv_P2
42623,udp,sv_P1
61778,udp,sv_P5
6301,tcp,sv_P2
57330,tcp,sv_P1
17594,udp,sv_P1
55494,icmp,sv_P4
11827,tcp,sv_P1
6699,tcp,sv_P5
6336,udp,sv_P4
58136,icmp,sv_P4
64979,icmp,sv_P5
30919,icmp,sv_P1
63118,tcp,sv_P5
10568,udp,email
20106,udp,sv_P2
32499,tcp,sv_P1
52916,icmp,sv_P2
36807,udp,email
49466,icmp,sv_P2
55694,icmp,sv_P2
56859,icmp,sv_P2
7017,icmp,sv_P3
65019,tcp,email
21793,udp,sv_P5
2080,udp,sv_P4
56128,tcp,sv_P1
58682,tcp,sv_P1
7139,icmp,sv_P3
52752,icmp,sv_P3
37036,tcp,sv_P3
12478,tcp,sv_P2
25154,icmp,sv_P3
15691,tcp,sv_P1
41042,udp,sv_P5
3042,tcp,sv_P3
814,icmp,sv_P1
3487,icmp,sv_P3
53765,tcp,email
19848,udp,sv_P5
43458,icmp,email
48445,tcp,sv_P1
41262,icmp,email
59929,udp,sv_P3
62822,tcp,sv_P4
30362,tcp,sv_P1
34515,icmp,email
50797,udp,sv_P2
10626,udp,sv_P1
17302,udp,email
38964,tcp,email
15285,icmp,sv_P2
17445,icmp,sv_P3
3813,icmp,sv_P4
14240,tcp,sv_P3
39199,icmp,sv_P5
44818,tcp,sv_P5
2477,tcp,sv_P1
44869,tcp,sv_P3
32326,udp,email
14463,tcp,sv_P4
32085,udp,sv_P2
10114,tcp,email
14835,udp,sv_P2
45536,tcp,sv_P1
46333,udp,sv_P4
7880,udp,sv_P2
14489,icmp,sv_P3
58789,tcp,sv_P1
60387,tcp,sv_P2
18591,udp,email
60811,tcp,sv_P1
20856,tcp,sv_P1
34618,tcp,email
5696,icmp,sv_P4
33438,icmp,sv_P4
42578,udp,email
23224,udp,email
8914,tcp,sv_P1
49334,udp,sv_P5
24785,tcp,sv_P1
9914,udp,sv_P1
27412,udp,sv_P3
54524,icmp,sv_P3
50291,tcp,sv_P1
49279,icmp,sv_P3
44878,icmp,sv_P4
21843,udp,sv_P4
16060,tcp,sv_P5
59870,icmp,sv_P4
55627,tcp,sv_P2
17921,tcp,sv_P4
14742,udp,sv_P3
8746,udp,sv_P3
60996,icmp,sv_P2
20083,icmp,sv_P5
33805,icmp,sv_P5
14185,tcp,sv_P3
40413,tcp,email
23864,udp,sv_P3
27029,tcp,sv_P5
16148,tcp,email
28,udp,email
20371,icmp,sv_P2
1502,udp,sv_P2
32133,icmp,sv_P5
51832,udp,sv_P2
33892,icmp,sv_P2
49064,tcp,sv_P2
51828,udp,email
34732,udp,sv_P4
13157,tcp,sv_P5
64811,tcp,sv_P4
42949,icmp,email
33929,icmp,sv_P1
54747,tcp,sv_P2
56353,icmp,sv_P4
48783,icmp,sv_P1
63974,udp,sv_P3
1285,udp,sv_P1
27864,tcp,sv_P4
34329,tcp,sv_P5
19457,tcp,sv_P1
15559,icmp,sv_P1
26835,icmp,sv_P4
54409,icmp,sv_P2
14655,icmp,sv_P5
53160,udp,sv_P5
32772,icmp,sv_P3
25417,udp,sv_P2
43283,tcp,sv_P4
5202,udp,sv_P3
50391,udp,email
17666,udp,sv_P5
37134,tcp,email
41333,udp,sv_P4
27139,icmp,sv_P1
59883,tcp,sv_P5
61267,tcp,sv_P2
49676,udp,sv_P5
59169,icmp,sv_P5
16629,udp,sv_P5
31589,tcp,sv_P3
35066,tcp,sv_P3
60047,udp,sv_P4
57532,icmp,sv_P4
32303,udp,email
58430,tcp,sv_P5
50620,udp,sv_P1
33544,udp,sv_P3
24082,udp,sv_P3
4783,udp,sv_P5
33363,icmp,sv_P5
43709,udp,email
18529,icmp,sv_P1
10473,udp,sv_P5
59168,icmp,sv_P4
33748,udp,email
54777,udp,sv_P1
4020,udp,sv_P4
55925,udp,sv_P2
54293,icmp,sv_P3
39596,icmp,sv_P3
46700,tcp,sv_P4
37453,tcp,email
33322,icmp,sv_P5
11027,udp,sv_P2
6270,tcp,sv_P5
30567,udp,sv_P5
27483,udp,sv_P1
17657,tcp,sv_P5
62151,tcp,sv_P4
57676,tcp,email
20738,udp,email
15660,udp,email
8139,udp,email
5358,tcp,sv_P2
44868,udp,email
47917,udp,sv_P1
36273,tcp,sv_P2
48732,tcp,sv_P1
49249,tcp,sv_P5
65002,udp,sv_P2
15679,icmp,sv_P5
35153,udp,sv_P3
35980,udp,sv_P4
32751,icmp,sv_P2
27363,udp,email
24822,tcp,sv_P5
6967,udp,sv_P4
12188,icmp,sv_P3
11569,tcp,sv_P5
21068,udp,sv_P2
33395,udp,sv_P1
51713,icmp,sv_P4
25614,icmp,sv_P1
42294,icmp,sv_P3
44412,tcp,sv_P1
55829,tcp,sv_P2
49012,tcp,email
43539,tcp,sv_P3
31780,icmp,email
29744,tcp,sv_P1
170,icmp,email
4467,tcp,sv_P1
58427,tcp,email
59844,udp,sv_P3
63704,udp,email
19862,icmp,sv_P3
48305,icmp,email
60149,icmp,sv_P1
39021,udp,sv_P4
16587,tcp,sv_P4
32967,icmp,sv_P2
14996,icmp,sv_P4
57298,icmp,sv_P3
59962,icmp,email
32811,icmp,sv_P4
45129,udp,email
13648,udp,sv_P5
57504,udp,sv_P1
12213,tcp,sv_P3
47477,tcp,sv_P4
34856,icmp,sv_P1
61370,tcp,sv_P1
38452,icmp,sv_P4
21788,udp,sv_P1
5001,icmp,email
62144,tcp,sv_P4
51787,icmp,sv_P4
638,udp,sv_P3
35426,tcp,sv_P1
26259,icmp,sv_P5
47423,tcp,email
25471,tcp,sv_P5
62985,udp,sv_P5
343,tcp,sv_P1
55245,icmp,sv_P5
17512,icmp,sv_P1
8361,udp,sv_P2
10466,tcp,email
13037,icmp,email
25608,udp,sv_P1
33471,icmp,sv_P4
58338,icmp,email
44705,udp,sv_P5
47517,icmp,sv_P3
38054,tcp,sv_P1
11362,tcp,email
64541,udp,email
60037,udp,email
54375,tcp,sv_P5
18896,udp,sv_P2
530,udp,sv_P2
18694,tcp,sv_P3
35943,icmp,sv_P3
26147,udp,sv_P1
4504,icmp,sv_P1
